# TRADING CODE LTP* HIGH LOW CLOSEP* YCP* CHANGE TRADE VALUE (mn) VOLUME	
307	PRIMEINSUR	31.8	32.2	31.4	31.8	31.9	-0.1	80	0.7020	22,127	
308	PURABIGEN	17.6	18	17.6	17.7	18	-0.4	48	0.6800	38,170	
309	DHAKAINS	37	37	36.2	36.9	36.3	0.7	87	0.6730	18,377	
310	SIPLC	40.2	41	40	40.2	40.4	-0.2	70	0.6600	16,407	
311	TAMIJTEX	105	106	104.1	105	105.7	-0.7	59	0.6410	6,094	
312	RELIANCINS	53.5	54.5	53.4	53.5	54	-0.5	63	0.6390	11,886	
313	MIDASFIN	8.6	8.9	8.4	8.6	8.6	0	82	0.6210	72,444	
314	BGIC	33.7	33.7	33	33.5	33.7	0	45	0.6000	17,966	
315	ACTIVEFINE	8.5	8.5	8.2	8.3	8.2	0.3	52	0.5990	72,375	
316	VFSTDL	7.4	7.7	7	7.4	7.4	0	79	0.5960	82,843	
317	SKTRIMS	11.9	12	11.7	11.9	11.7	0.2	40	0.5910	49,743	
318	CNATEX	3.8	3.9	3.8	3.8	3.8	0	48	0.5850	153,758	
319	SQUARETEXT	49.8	49.9	49.5	49.8	49.6	0.2	41	0.5710	11,492	
320	REPUBLIC	28	28.5	27.7	28	27.9	0.1	28	0.5480	19,573	
321	EASTERNINS	45	45.6	44.6	44.8	46	-1	40	0.5370	11,950	
322	RENWICKJA	715.7	779.5	715.7	730.5	726.9	-11.2	33	0.4680	635	
323	BANKASIA	16.8	16.8	16.6	16.8	16.8	0	37	0.4660	27,846	
324	UNITEDINS	36.4	37	35.6	35.9	36.7	-0.3	66	0.4520	12,556	
325	ISLAMIINS	35.3	35.9	34.6	34.8	35	0.3	61	0.4500	12,946	
326	PTL	45.2	45.9	44.8	45	45.8	-0.6	48	0.4470	9,939	
327	IFILISLMF1	4.3	4.3	4.2	4.3	4.2	0.1	24	0.4280	99,703	
328	GREENDELMF	4	4	3.8	3.9	3.9	0.1	16	0.4220	108,161	
329	NTC	179.3	179.6	178.6	179.3	179.2	0.1	49	0.4210	2,349	
330	FASFIN	3.6	3.6	3.4	3.6	3.5	0.1	38	0.4200	118,455	
331	PDL	6.7	7	6.7	6.7	6.8	-0.1	54	0.4050	60,202	
332	SAFKOSPINN	10.5	11	10.2	10.6	10.4	0.1	78	0.3930	37,113	
333	APOLOISPAT	3.7	3.8	3.7	3.7	3.8	-0.1	46	0.3900	104,446	
334	GHCL	20.7	21.5	19.7	20.7	20.7	0	81	0.3760	18,081	
335	DSHGARME	68.2	68.5	68	68.2	67.7	0.5	51	0.3500	5,139	
336	NAVANACNG	20.6	20.8	20.5	20.6	20.7	-0.1	57	0.3470	16,883	
337	UNIONBANK	3.5	3.6	3.5	3.5	3.5	0	72	0.3160	89,899	
338	MAKSONSPIN	6.2	6.2	6.1	6.1	6.2	0	48	0.3050	49,619	
339	CAPMIBBLMF	8.1	8.3	7.9	8.1	8.1	0	33	0.3010	37,300	
340	NURANI	3.5	3.6	3.4	3.5	3.6	-0.1	51	0.2880	82,539	
341	ZEALBANGLA	89.5	92	89.1	89.6	91	-1.5	42	0.2770	3,086	
342	SEMLFBSLGF	5	5.1	4.9	5	5	0	20	0.2740	54,917	
343	GBBPOWER	7.3	7.3	7.2	7.2	7.3	0	22	0.2700	37,458	
344	AAMRATECH	14	14.2	14	14.1	14	0	39	0.2640	18,764	
345	ZAHINTEX	4.6	4.8	4.6	4.6	4.7	-0.1	33	0.2510	54,248	
346	AFCAGRO	9	9.3	9	9	9.1	-0.1	18	0.2420	26,822	
347	ALLTEX	11.5	11.8	11.1	11.2	11.4	0.1	40	0.2280	20,290	
348	RSRMSTEEL	10.3	10.6	10.2	10.3	10.4	-0.1	36	0.2250	21,927	
349	GREENDELT	44	44.6	43.9	44.2	43.9	0.1	21	0.2200	4,948	
350	HWAWELLTEX	40	41.1	40	40.1	40	0	13	0.2190	5,466	
351	TALLUSPIN	5.3	5.5	5	5.1	5	0.3	58	0.2100	40,398	
352	MEGCONMILK	23.3	24	22.1	23.3	23.7	-0.4	37	0.2090	8,860	
353	JUTESPINN	219.9	221.9	215	219.1	212.8	7.1	47	0.2020	935	
354	UNILEVERCL	2	2,448.9	2,405	2,410.5	2	-5.5	18	0.1900	79	
355	HFL	9	9.3	8.9	9	9.2	-0.2	44	0.1750	19,358	
356	TUNGHAI	2.8	2.9	2.8	2.8	2.8	0	25	0.1740	62,110	
357	PHOENIXFIN	3.7	3.9	3.7	3.8	3.8	-0.1	32	0.1730	45,489	
358	PRIMEFIN	4.7	4.8	4.6	4.7	4.6	0.1	18	0.1730	36,841	
359	NORTHERN	108.1	114.4	108.1	108.9	109.5	-1.4	35	0.1660	1,512	
360	BATASHOE	818	824.9	818	818.8	821.1	-3.1	51	0.1640	200	
361	BAYLEASING	6	6	5.9	6	6	0	30	0.1630	27,199	
362	VAMLBDMF1	6.8	6.9	6.8	6.8	6.9	-0.1	13	0.1620	23,652	
363	ICBAGRANI1	6.8	6.9	6.8	6.9	6.9	-0.1	4	0.1620	23,500	
364	GSPFINANCE	5.6	5.8	5.6	5.6	5.7	-0.1	24	0.1610	28,502	
365	MEGHNAPET	25.5	25.7	25.1	25.5	25.5	0	23	0.1580	6,200	
366	ATLASBANG	50.9	52.8	50.8	50.9	52.8	-1.9	31	0.1570	3,071	
367	FAREASTLIF	31.9	33.1	31.2	31.6	31.6	0.3	21	0.1550	4,906	
368	DBH1STMF	4.4	4.6	4.1	4.5	4.3	0.1	35	0.1530	34,830	
369	ICBAMCL2ND	6.1	6.3	6.1	6.1	6.2	-0.1	22	0.1500	24,515	
370	SHURWID	7.8	7.9	7.8	7.8	7.8	0	25	0.1390	17,793	
371	PRIMETEX	13.6	14	13.4	13.6	13.5	0.1	35	0.1330	9,781	
372	SONALILIFE	50.4	52	48.9	49	49.3	1.1	24	0.1300	2,653	
373	NORTHRNINS	27.7	28.3	27.7	28	28.2	-0.5	12	0.1250	4,472	
374	MEGHNACEM	43.5	44.7	43.2	43.5	43.7	-0.2	19	0.1170	2,690	
375	TAKAFULINS	33.8	33.9	33	33.4	33.1	0.7	16	0.1100	3,293	
376	STANCERAM	67.3	70.9	65.8	67.3	71.1	-3.8	26	0.0870	1,274	
377	BDWELDING	10.7	10.8	10.6	10.7	10.7	0	11	0.0840	7,894	
378	BIFC	6.9	6.9	6.8	6.8	6.8	0.1	16	0.0730	10,728	
379	NBL	4	4	3.9	3.9	4	0	21	0.0620	15,920	
380	MBL1STMF	4.4	4.4	4.2	4.3	4.2	0.2	18	0.0550	12,701	
381	ACFL	17	17.5	16.9	17	17.2	-0.2	28	0.0500	2,957	
382	ICBEPMF1S1	5	5	5	5	4.9	0.1	3	0.0500	10,020	
383	REGENTTEX	3.9	3.9	3.8	3.8	3.8	0.1	22	0.0440	11,547	
384	SEMLIBBLSF	6.7	6.7	6.6	6.7	6.7	0	6	0.0440	6,540	
385	ARAMITCEM	13.8	14.5	13.6	13.8	14	-0.2	20	0.0440	3,208	
386	PLFSL	2.3	2.4	2.2	2.3	2.3	0	23	0.0420	18,444	
387	ANLIMAYARN	22.8	23	22.5	22.8	22.6	0.2	25	0.0410	1,783	
388	USMANIAGL	36.7	39	35.2	36.7	38	-1.3	17	0.0390	1,070	
389	NCCBLMF1	5.2	5.2	5.2	5.2	5.1	0.1	10	0.0250	4,752	
390	PREMIERLEA	3.3	3.3	3.2	3.3	3.3	0	8	0.0200	6,063	
391	ICBIBANK	3	3	2.9	3	3	0	8	0.0180	5,913	
392	UTTARAFIN	14.5	14.5	14.5	14.5	14.4	0.1	1	0.0150	1,000	
393	FIRSTFIN	3.6	3.7	3.6	3.6	3.5	0.1	2	0.0000	6	
394	BDSERVICE	0	0	0	5.2	5.2	--	0	0.0000	0	
395	SAVAREFR	0	0	0	215.5	215.5	--	0	0.0000	0	
396	BEXIMCO	0	0	0	110.1	110.1	--	0	0.0000	0	
397	ATCSLGF	0	0	0	7.5	7.5	--	0	0.0000	0	
